gene_name,TCGA-09-2044-01,TCGA-13-1505-01,TCGA-25-1319-01,TCGA-25-2397-01
ABL1,3.1112,4.2743,4.2017,3.0978
ABL2,1.0079,1.0503,0.8647,0.1257
ACAA1,4.7866,4.2111,4.38,4.2526
ACACA,3.6861,3.2158,4.5072,3.402
ACACB,0.3573,2.0147,1.2815,1.125
ACADL,-6.5064,-3.0469,-5.0116,-3.1714
ACADM,4.5374,4.511,4.4483,4.6242
ACOX1,3.8085,2.7051,3.6054,3.6737
ACOX2,3.7028,2.3451,1.2333,1.4174
ACOX3,1.787,3.1892,1.9822,3.4477
ACSBG1,-5.0116,-2.0529,-0.9406,-3.816
ACSBG2,-3.1714,-1.6394,-1.0862,-3.1714
ACSL1,1.9601,2.7931,4.1449,3.0893
ACSL3,4.2825,3.5982,4.795,4.7485
ACSL4,4.433,3.2781,3.3563,3.2929
ACSL5,3.6219,2.0776,2.5011,3.637
ACSL6,-3.26905,-3.5628,-4.80425,-6.8909
ACTA2,5.8635,8.5372,5.6537,3.9774
ACTB,11.2932,11.2523,11.5372,11.2502
ACTG1,12.2239,10.6018,11.2155,10.7299
ACVR1,4.018,3.9792,3.9242,2.7657
ACVR1B,2.3135,4.2312,3.5009,2.0604
ACVR1C,-3.3076,-1.0262,-2.8262,-9.9658
ACVR2A,0.3231,2.4465,1.6558,1.2934
ACVR2B,-0.2328,1.3225,1.196,-0.8339
ADAM17,3.0217,3.9737,3.5959,2.0147
ADCY1,-1.6394,-0.1345,-3.1714,-4.2934
ADCY10,-5.0116,-4.6082,-6.5064,-5.5735
ADCY2,-5.5735,-0.9686,-3.1714,-6.5064
ADCY3,3.5486,3.6382,3.2841,3.1637
ADCY4,-0.0425,1.0642,1.884,0.4125
ADCY5,0.7407,0.1519,2.5804,-1.2142
ADCY6,1.4704,3.3506,2.1541,1.6234
ADCY7,2.5413,1.1447,1.1184,2.7007
ADCY8,-5.5735,-1.0262,4.8871,5.0653
ADCY9,-0.1504,1.9564,0.7748,1.3679
ADCYAP1,-0.7834,-5.0116,-4.6082,1.6785
ADCYAP1R1,-0.1187,1.3791,1.6327,-5.0116
ADGRB1,-1.4699,-1.4699,-5.5735,-2.0529
ADIPOQ,-6.5064,1.7995,-6.5064,-9.9658
ADIPOR1,7.0386,6.2246,7.1268,6.6939
ADIPOR2,4.1285,4.5211,3.6054,3.9956
ADORA1,1.6327,2.1894,0.7579,4.1531
ADORA2A,0.6425,0.537,0.3685,0.4552
ADORA2B,-2.2447,-0.3201,-2.3147,1.3225
ADORA3,1.6957,1.0462,2.0847,1.9137
ADRA1A,-3.6259,-5.0116,-6.5064,-9.9658
ADRA1B,0.7407,-1.3548,-1.5105,-0.0877
ADRA1D,-3.0469,-3.3076,-3.3076,-1.5522
ADRA2A,2.3732,3.755,-1.1811,3.222
ADRA2B,0.4657,-1.2828,0.4657,-2.3884
ADRA2C,4.849,2.118,0.1648,4.7285
ADRB1,-1.8314,-1.9942,-5.0116,-2.4659
ADRB2,-1.9942,-2.3884,-1.5105,-2.9324
ADRB3,-9.9658,-3.458,-6.5064,-3.816
AFDN,0.0,0.0,0.0,0.0
AFP,-5.0116,-3.816,-3.6259,-9.9658
AGAP2,-0.6416,-0.2159,-0.3201,-2.3147
AGER,1.0915,3.4331,3.1987,2.5338
AGRP,-4.035,-3.458,-5.0116,-2.9324
AGT,-3.1714,-0.8339,-1.3548,-2.9324
AGTR1,-3.458,-1.4305,-2.7274,-6.5064
AIFM2,2.7847,1.8444,1.8957,3.4183
AIM2,0.1648,-1.3921,-0.4131,-3.0469
AJUBA,2.7073,4.1587,2.5087,3.7269
AKT1,6.2167,6.6327,5.9336,5.3978
AKT1S1,5.6256,5.1429,5.7123,6.1069
AKT2,6.5021,6.0354,6.3445,6.8262
AKT3,3.8611,1.0293,-0.2498,-0.6416
ALDOA,9.9758,9.7184,10.3813,10.9649
ALDOB,-6.5064,-6.5064,-5.0116,-5.5735
ALDOC,0.5859,3.8002,1.1382,0.9115
AMH,-3.816,-1.2481,1.7273,-0.7346
AMHR2,-1.9942,2.0742,-1.3921,-9.9658
AMOT,2.1638,4.1061,4.215,4.466
ANAPC5,5.3126,6.4619,6.1675,5.0884
ANGPT1,-1.3921,-0.5543,-2.5479,-2.8262
ANGPT2,1.9968,-0.3752,2.9655,1.3623
ANGPT4,-1.7809,-3.6259,-4.2934,-4.6082
ANGPTL4,0.6517,1.46,2.0912,3.6578
AOX1,-1.1172,0.1388,-0.6193,0.4016
APAF1,0.6517,2.3981,2.3222,0.9642
APBB1IP,2.128,1.7403,2.0465,1.7009
APC,0.9115,0.099,1.1316,1.7912
APC2,-4.6082,-2.114,-3.458,-1.9942
APH1A,7.5423,7.424,7.4125,6.9893
APH1B,2.8502,2.3106,2.05,2.7073
APLN,2.2237,-0.8863,1.9527,1.8323
APLNR,1.3679,2.694,0.537,-1.1172
APOA1,5.6568,3.66,7.124,5.1958
APOA2,-3.458,-9.9658,-9.9658,-9.9658
APOA5,-5.0116,-4.2934,-9.9658,-9.9658
APOC3,-9.9658,-9.9658,-9.9658,-9.9658
AQP7,-2.9324,1.1117,-1.9942,-0.6643
ARAF,5.6594,6.4155,5.8817,5.3692
ARAP3,2.2299,1.0503,1.4652,1.9968
AREG,1.2394,-0.9971,0.044,-0.1031
ARF1,8.7109,7.8291,7.8995,8.379
ARF6,5.6144,4.6502,4.9915,4.9937
ARHGDIA,7.9999,7.029,8.0914,7.2411
ARHGDIB,6.316,5.6453,5.7442,5.6343
ARHGDIG,-1.5951,0.2998,-0.6193,-0.3201
ARHGEF12,1.9302,3.8085,3.011,4.309
ARNT,3.325,4.2862,4.3082,3.5287
ARRB1,3.0619,1.6604,2.0147,2.651
ARRB2,5.2821,5.2369,4.4115,4.4595
ASPH,4.2609,5.1161,3.4304,4.1804
ATF2,4.3869,3.9552,4.1962,3.6277
ATF4,7.1514,7.2573,6.4295,6.8267
ATF6B,5.9803,5.9656,6.2334,6.3797
ATG12,4.9402,3.2841,3.4894,4.4602
ATG16L1,3.551,2.8055,3.5161,3.2251
ATG5,4.1644,4.4855,4.041,3.3814
ATM,1.3791,2.667,1.3051,2.0183
ATP1A1,7.1672,7.0666,7.4475,7.8254
ATP1A2,-2.5479,-0.2845,-1.0262,-2.7274
ATP1A3,3.0323,-4.2934,-3.1714,-0.7834
ATP1A4,-9.9658,-5.0116,-5.0116,-6.5064
ATP1B1,4.1595,5.4202,4.7082,4.1111
ATP1B2,-1.4699,3.4116,0.5271,-3.0469
ATP1B3,5.0993,5.0063,5.8199,6.2054
ATP1B4,-9.9658,-9.9658,-6.5064,-9.9658
ATP2A1,0.1257,0.9191,0.2998,0.7146
ATP2A2,5.0943,5.8839,6.0121,4.9486
ATP2A3,1.7273,1.8484,0.7321,-0.4921
ATP2B1,1.7617,3.834,3.6578,3.4648
ATP2B2,1.4228,-3.816,2.128,0.1388
ATP2B3,-2.6349,-1.5951,-3.0469,-4.2934
ATP2B4,5.3551,6.3896,6.151,4.9505
ATP6V1A,4.4964,4.1002,3.7909,3.4635
ATP6V1B1,5.8076,5.3045,5.8513,3.8147
ATP6V1B2,5.2691,3.7836,5.2717,4.1359
ATP6V1C1,3.6463,4.47,3.8421,4.9533
ATP6V1C2,-1.1811,1.9264,3.6382,6.0468
ATP6V1D,5.4896,4.4364,5.0108,4.2235
ATP6V1E1,6.6729,5.6183,5.6713,6.6959
ATP6V1E2,1.8918,2.3423,2.7951,1.7912
ATP6V1F,8.6871,6.9667,7.1077,7.9806
ATP6V1G1,6.2748,6.917,6.3268,7.269
ATP6V1G2,2.6556,0.679,0.8647,-1.2481
ATP6V1G3,-9.9658,-9.9658,-9.9658,-9.9658
ATP6V1H,4.8861,4.9079,4.5571,4.7539
ATR,2.108,2.0218,2.4805,2.2872
ATXN1,2.6873,3.242,3.4143,3.6042
ATXN1L,1.787,2.0395,2.5238,2.5213
AVP,-5.5735,-9.9658,-3.816,-9.9658
AVPR1A,-1.1811,-1.6394,-0.4719,-2.4659
AVPR1B,-2.3147,-3.458,-2.1779,0.0854
AVPR2,-1.7809,-4.2934,-2.8262,-0.0574
AXIN1,3.3506,5.0104,3.4945,3.1261
AXIN2,4.4938,4.3979,4.0366,3.0533
AZI2,5.1006,4.8299,4.9589,3.728
BAD,6.4756,5.9136,5.6662,6.3947
BAG4,2.3536,2.9765,2.2723,2.3898
BAMBI,2.8321,1.0847,-0.7588,-1.3548
BAX,7.1605,4.9746,5.1895,6.3747
BBC3,2.5876,1.8762,0.9268,3.6509
BCAR1,3.4583,3.9599,3.4318,4.1186
BCL10,3.1028,2.4571,3.0602,2.4623
BCL2,0.2762,0.8568,0.8082,-0.1187
BCL2A1,1.412,0.6145,0.7407,1.4547
BCL2L1,6.251,5.5062,6.6362,6.4917
BCL2L11,3.483,3.5262,3.716,3.0893
BCL3,5.1355,4.812,5.8438,5.4829
BCL6,3.865,5.6974,5.0867,4.8992
BDKRB1,-2.114,-3.0469,-5.5735,-3.816
BDKRB2,0.2029,-1.3921,-1.0862,-3.3076
BDNF,-0.3566,-0.1031,-3.458,-2.7274
BECN1,5.275,4.4033,5.4595,4.0584
BECN2,-9.9658,-3.6259,-2.6349,-9.9658
BEX3,0.0,0.0,0.0,0.0
BID,6.6713,5.1182,3.309,6.7883
BIRC2,3.8471,4.9987,4.499,5.082
BIRC3,0.4761,0.6145,0.8805,2.8522
BIRC5,5.9871,3.831,4.4364,4.1571
BLNK,1.8643,1.2394,1.5998,1.0711
BMP2,-3.6259,-0.4719,-3.816,-4.6082
BMP4,1.9073,3.8411,2.0218,2.3843
BMP5,-9.9658,-3.458,-3.816,-9.9658
BMP6,-1.1811,2.6348,0.0014,0.7233
BMP7,7.1708,4.5736,6.254,6.0414
BMP8A,-0.4325,-0.0574,-0.4921,-1.1488
BMP8B,-0.4719,1.6604,0.8082,0.4552
BMPR1A,2.609,2.9544,2.3308,2.1541
BMPR1B,2.0289,1.5661,2.9319,3.0654
BMPR2,2.5828,3.836,3.4318,2.6715
BNIP3,6.8518,5.373,5.3699,6.597
BOC,5.6071,5.446,3.3047,2.77
BORCS8-MEF2B,0.0,0.0,0.0,0.0
BRAF,3.3235,2.7951,2.0325,2.9911
BRAP,2.0742,3.1829,3.3938,2.0004
BRCA1,-1.8314,1.595,2.2753,-2.8262
BRCC3,3.6266,2.9413,3.0876,3.8259
BTC,2.8858,-2.6349,2.9167,3.6405
BTK,1.614,0.8408,0.9716,0.7832
BTRC,2.7972,1.8323,2.4985,2.0707
BUB1B-PAK6,0.0,0.0,0.0,0.0
CAB39,4.2227,3.9552,4.2041,3.6928
CAB39L,0.9642,1.177,2.8641,1.8484
CACNA1C,-2.0529,1.1577,-1.1488,-2.4659
CACNA1D,-2.0529,0.1648,0.044,1.4441
CACNA1F,-1.7322,-1.6394,-0.1993,0.0718
CACNA1S,-6.5064,-5.5735,-6.5064,-9.9658
CACNA2D1,-1.2481,-0.3201,-3.0469,-3.458
CACNA2D2,0.1648,-0.0277,-2.3147,-1.7322
CACNA2D3,-1.7809,0.9935,-1.1172,3.4075
CACNA2D4,2.1925,0.5568,1.0079,2.0465
CACNB1,1.9452,2.8661,2.3366,0.9493
CACNB2,-1.8314,-0.0574,-2.2447,-2.4659
CACNB3,3.5111,4.7203,3.3787,3.3591
CACNB4,-3.1714,-1.5522,-4.6082,-2.3147
CACNG1,-3.816,-1.5522,-0.2845,-2.9324
CACNG2,-6.5064,-9.9658,-9.9658,-9.9658
CACNG3,-9.9658,-9.9658,-9.9658,-9.9658
CACNG4,0.8883,4.7033,5.4253,4.0765
CACNG5,-5.0116,-5.0116,-9.9658,-9.9658
CACNG6,-6.5064,-4.6082,-3.0469,-9.9658
CACNG7,-6.5064,-9.9658,-9.9658,-9.9658
CACNG8,-9.9658,-2.5479,-4.6082,-3.6259
CACYBP,7.7414,6.1303,6.4438,6.4691
CALM1,8.8765,7.9382,8.1726,7.0553
CALM2,9.5839,9.1,8.389,9.257
CALM3,8.7556,7.3324,6.6248,7.0622
CALML3,-6.5064,-2.4659,-4.2934,-3.3076
CALML4,1.5758,2.2237,1.7053,4.1692
CALML5,6.1332,1.2394,-1.0262,-5.0116
CALML6,-1.2481,-2.114,-6.5064,-1.4699
CAMK1,4.4739,2.1638,2.9469,2.824
CAMK1D,3.907,4.8832,2.5462,3.4907
CAMK1G,-2.0529,-0.3022,1.1117,-3.1714
CAMK2A,-5.5735,-3.0469,-5.5735,-9.9658
CAMK2B,-0.9132,-1.6394,-3.6259,1.177
CAMK2D,0.9038,2.5263,3.2313,2.7095
CAMK2G,3.0533,3.7971,3.2065,4.5766
CAMK4,-0.9686,-0.4921,-3.6259,-2.8262
CAMKK2,3.0127,3.8581,3.9983,3.2511
CAMP,-5.5735,-9.9658,-3.1714,-1.1488
CARD10,1.0642,2.8799,2.2813,0.9419
CARD11,2.7742,0.2642,0.2762,2.5163
CARD14,-2.114,-0.2498,1.4859,1.2023
CARD16,3.6748,3.3464,3.9079,3.2587
CARD17,-1.8314,-2.4659,-9.9658,-9.9658
CARD18,-9.9658,0.517,-1.0559,-9.9658
CARD6,0.2998,0.2998,2.2082,0.0014
CARD8,3.0323,2.7336,2.3732,2.9562
CARD9,1.9264,1.8444,0.688,2.7826
CASP1,3.8105,3.0498,3.6393,2.93
CASP10,1.7009,1.3225,3.136,2.5061
CASP12,-3.1714,-3.816,-3.3076,-4.035
CASP3,3.6393,3.1011,3.7625,2.6805
CASP4,4.3527,5.318,5.2134,5.9498
CASP5,-2.3147,-9.9658,-4.6082,-4.035
CASP7,3.9682,3.6335,3.9403,3.9251
CASP8,3.4894,4.225,5.3352,3.8827
CASP9,3.162,3.1079,5.1371,3.5111
CASQ1,-1.3921,-1.1172,-2.9324,-1.2828
CASQ2,-4.6082,-2.8262,-2.9324,-3.1714
CASR,-3.816,-5.5735,-4.6082,-6.5064
CASTOR1,0.0,0.0,0.0,0.0
CASTOR2,0.0,0.0,0.0,0.0
CAT,5.3934,4.5946,6.0133,4.9079
CBL,0.9789,1.8119,0.679,1.4228
CBLB,3.5851,3.6136,3.7582,3.0092
CCKAR,-9.9658,-9.9658,-5.5735,-9.9658
CCKBR,0.099,0.9642,-2.7274,-0.7588
CCL1,-9.9658,-9.9658,-9.9658,-9.9658
CCL11,1.1512,1.4281,-1.685,-1.7809
CCL13,0.7407,-2.2447,-0.5125,-2.7274
CCL14,-0.3383,2.081,0.4761,-2.1779
CCL15,-9.9658,-9.9658,-3.3076,-9.9658
CCL16,-9.9658,-9.9658,-9.9658,-9.9658
CCL17,-2.3147,-0.394,-2.3147,-9.9658
CCL18,-1.1811,0.3796,-0.5543,-0.0425
CCL19,0.8961,2.0673,-0.6873,-9.9658
CCL2,6.7122,4.9397,5.2373,4.9552
CCL20,4.8053,-0.9132,-2.3147,2.2543
CCL21,-3.816,2.5338,1.7403,-4.035
CCL22,-2.9324,-0.8084,-2.4659,-4.2934
CCL23,-1.0559,-3.6259,-4.6082,-2.7274
CCL24,-3.6259,-3.458,-1.7809,-3.458
CCL25,-0.3022,-2.2447,-0.8084,-9.9658
CCL26,-1.4699,-0.4921,-2.2447,-3.1714
CCL27,-4.2934,-3.458,-9.9658,-9.9658
CCL28,5.0197,4.0251,3.4543,3.421
CCL3,4.2327,2.3816,3.1908,3.3148
CCL3L1,0.0,0.0,0.0,0.0
CCL3L3,3.287,0.2522,1.7229,1.5563
CCL4,4.061,2.3106,2.6693,3.0825
CCL4L1,0.0,0.0,0.0,0.0
CCL4L2,4.6124,1.412,2.7205,2.4831
CCL5,4.2196,3.6195,3.7193,2.0912
CCL7,1.2147,-2.3147,-2.0529,-4.035
CCL8,3.9346,-0.1345,1.4228,-0.2671
CCN2,0.0,0.0,0.0,0.0
CCNA1,6.4952,0.9419,5.765,3.5473
CCNA2,4.3484,3.8187,3.9524,3.652
CCNB1,6.119,4.5173,5.8758,4.5392
CCNB2,6.0862,4.7544,4.1178,4.6171
CCNB3,-3.816,-0.5973,0.4233,-1.8314
CCND1,3.492,5.1643,2.0183,5.1478
CCND2,0.5271,4.9598,0.6145,3.864
CCND3,5.9134,6.5443,5.3583,5.5389
CCNE1,3.6849,0.9568,4.7677,3.7356
CCNE2,2.9525,0.7664,0.8246,1.3283
CCNG1,4.8625,5.4186,5.4273,6.9445
CCNG2,3.4543,4.3392,5.1867,3.9865
CCR1,2.8137,0.8164,2.3337,1.4335
CCR10,2.0776,-0.7108,-0.2845,1.8036
CCR2,-0.8599,0.3346,-1.3921,-2.3147
CCR3,-5.5735,-2.8262,-3.816,-4.035
CCR4,-2.3884,-2.3147,-2.7274,-5.0116
CCR5,0.6517,-0.3752,-0.013,-0.3022
CCR6,-5.0116,-6.5064,-2.8262,-2.1779
CCR7,-0.2498,0.03,0.044,-2.3884
CCR8,1.614,-2.8262,3.2707,-4.035
CCR9,-6.5064,-9.9658,-6.5064,-5.5735
CD14,6.7355,4.3618,5.969,6.2893
CD19,-2.3147,-0.7834,-1.7322,-1.9379
CD209,0.4865,-1.0862,1.3454,-1.4305
CD22,3.2158,3.1045,1.5064,0.2762
CD247,0.0854,0.0854,-0.5125,-1.5522
CD28,0.5859,-1.685,-1.5522,-0.9406
CD36,2.2633,3.449,0.8327,-0.8084
CD38,0.8883,0.6145,-0.1031,-2.3884
CD3E,1.8918,2.77,2.3193,-0.4719
CD4,5.0339,3.2722,4.4673,3.6335
CD40,3.7028,1.5366,2.77,3.402
CD40LG,-3.6259,-1.9379,-1.5105,-6.5064
CD72,2.5437,1.8801,2.8974,1.1382
CD79A,1.334,3.1717,-1.8836,-2.1779
CD79B,0.8164,0.4016,-0.0877,-2.3147
CD80,0.8647,-0.9971,-1.1172,-0.9132
CD82,5.318,3.0376,3.5187,4.7209
CD86,3.5982,1.4335,2.3366,2.0776
CD8A,1.9034,1.3283,1.4494,-0.4921
CD8B,1.0711,1.7575,0.1519,-2.3884
CD8B2,0.0,0.0,0.0,0.0
CDC25B,6.0962,4.1011,4.5454,4.347
CDC37,6.2174,6.2683,8.3037,5.9835
CDC42,7.8187,7.4727,7.6286,7.7521
CDH1,4.9704,5.2769,5.9805,5.9998
CDK1,5.6982,4.9505,4.0584,5.0392
CDK2,4.935,5.0304,5.1069,3.6983
CDK4,7.9897,7.3188,6.932,5.696
CDK6,-1.9379,1.3679,-2.3147,2.0289
CDKN1A,4.6634,3.8818,4.8136,2.8442
CDKN1B,5.8895,4.3399,3.4156,4.5982
CDKN2A,9.992,3.4129,8.6143,6.4303
CDKN2B,3.3235,1.5266,2.5828,2.0844
CDKN2D,3.4424,3.5694,5.1684,2.7292
CDON,0.6699,1.9415,1.5612,1.6964
CEBPB,7.2574,6.5869,6.2614,6.2048
CER1,-9.9658,-5.5735,-6.5064,-9.9658
CFLAR,5.1396,4.7903,4.3017,4.7576
CFTR,3.4318,-0.3022,-0.6873,3.4984
CGA,-9.9658,-9.9658,-9.9658,-3.816
CHAD,-6.5064,0.346,-3.0469,-0.5125
CHD8,4.5711,4.5742,4.852,4.287
CHEK1,3.1765,2.8974,2.6114,2.8096
CHEK2,3.2158,2.5561,3.2251,2.5137
CHRD,-2.1779,0.9343,-0.5756,-2.6349
CHRM1,-9.9658,-6.5064,-4.6082,-9.9658
CHRM2,-9.9658,-3.3076,-3.0469,-9.9658
CHRM3,-1.5951,1.736,-1.4305,2.0673
CHRM5,-5.0116,-4.6082,-9.9658,-5.5735
CHUK,3.3993,2.5388,2.6208,2.362
CIR1,3.9682,4.585,4.5862,4.3541
CISH,2.7487,1.4808,1.3791,3.2127
CLEC1B,-5.5735,-5.0116,-3.816,-5.0116
CLEC4D,-5.0116,-5.5735,-4.6082,-2.3147
CLEC4E,1.1184,-1.0262,-2.1779,-0.5756
CLEC4M,-9.9658,-3.6259,-3.3076,-3.458
CLEC6A,-3.6259,-5.5735,-5.5735,-4.2934
CLEC7A,3.0961,1.412,2.4985,2.043
CLIP1,2.1574,2.7465,3.4075,2.8301
CNR1,-2.3884,-4.6082,-4.035,-4.2934
CNTF,-4.2934,-2.3147,-1.9942,-2.9324
CNTFR,2.3926,4.499,-0.2671,3.8581
COL1A1,6.1102,10.5459,7.5407,5.1942
COL1A2,5.911,10.0598,7.3635,5.3013
COL2A1,-1.9942,2.8701,-2.6349,-3.458
COL3A1,5.306,9.5703,5.6519,4.9074
COL4A1,4.844,4.8074,5.1061,3.9175
COL4A2,5.3875,6.2192,5.9468,5.1518
COL4A3,-5.5735,-2.0529,-5.0116,-3.6259
COL4A4,-4.6082,-3.1714,-3.6259,-4.2934
COL4A5,2.233,3.8421,1.7828,4.041
COL4A6,-3.3076,0.8647,-1.3921,-0.2159
COL6A1,4.7138,6.7939,5.3882,4.6335
COL6A2,5.443,6.9424,5.6505,4.0935
COL6A3,3.2587,5.8558,3.5694,1.5115
COL6A5,-9.9658,-4.6082,-5.5735,-6.5064
COL6A6,-6.5064,-1.8836,-5.0116,-3.816
COL9A1,-1.0862,1.1117,0.2642,-6.5064
COL9A2,1.5998,5.585,3.5657,3.3003
COL9A3,-1.2828,4.0233,-1.0559,1.3511
COMP,2.9618,4.97,1.9415,-0.9686
COP1,0.0,0.0,0.0,0.0
CPT1A,2.7161,3.3993,3.5766,3.8808
CPT1B,2.2421,3.871,1.8323,1.0433
CPT1C,4.8329,3.551,1.334,1.7403
CPT2,2.9929,3.0234,3.5523,4.2274
CREB1,4.2235,3.5815,4.1203,3.1442
CREB3,5.8349,5.2434,5.3643,5.1056
CREB3L1,0.2881,3.833,1.5266,0.7058
CREB3L2,2.2931,3.2466,2.561,3.1717
CREB3L3,-5.0116,-4.6082,-6.5064,-9.9658
CREB3L4,4.1069,4.9374,3.8759,3.794
CREB5,2.1345,1.3846,0.2029,0.8164
CREBBP,2.8096,5.6617,4.6154,3.1829
CRK,4.0357,5.0484,3.2737,3.3897
CRKL,4.5047,3.4477,4.0153,2.6647
CRLF2,-9.9658,-9.9658,-8.2361,-8.2361
CRTC2,4.4732,5.7439,5.3491,4.591
CSF1,6.1241,3.7182,6.0951,4.2884
CSF1R,4.3263,3.1491,3.9856,4.0198
CSF2,-3.1714,-5.0116,-5.5735,-5.0116
