gene_name,TCGA-09-2044-01,TCGA-13-1505-01,TCGA-25-1319-01,TCGA-25-2397-01
CSF2RA,-4.08315,-4.4718,-4.19745,-4.32165
CSF2RB,0.2881,-0.0574,0.1257,-0.4325
CSF3,-3.816,-9.9658,-9.9658,-4.2934
CSF3R,5.4367,2.2723,1.8078,2.561
CSH1,-9.9658,-6.5064,-9.9658,-9.9658
CSH2,-5.0116,-9.9658,-9.9658,-9.9658
CSN2,-6.5064,-0.8599,2.4225,-9.9658
CSNK1A1,6.381,5.4307,5.4172,6.3176
CSNK1A1L,-9.9658,-6.5064,-9.9658,-9.9658
CSNK1D,6.7996,5.9244,6.2361,6.1256
CSNK1E,4.7367,5.488,5.5151,4.6815
CSNK1G1,2.0289,2.3077,2.1734,2.4035
CSNK1G2,4.251,4.9942,5.0409,4.5982
CSNK1G3,3.3003,2.6602,2.9984,3.7709
CSNK2A1,6.4363,6.1324,5.7334,5.4213
CSNK2A2,3.7783,4.0357,4.0756,4.4556
CSNK2A3,0.7146,0.346,-0.0877,0.4447
CSNK2B,9.4202,7.4453,8.1461,8.2587
CTBP1,6.4024,6.8052,6.3958,6.5718
CTBP2,5.9521,5.2899,5.1724,5.6988
CTF1,2.8402,2.4934,2.8701,4.7394
CTLA4,-0.8084,-1.3548,-2.7274,-4.035
CTNNA1,6.8056,5.7536,6.7455,6.7363
CTNNA2,0.517,2.4883,1.3511,2.1411
CTNNA3,-9.9658,-3.6259,-2.5479,-9.9658
CTNNB1,7.3109,7.7388,7.4203,6.1729
CTNNBIP1,5.2925,4.5305,4.986,4.2312
CTNND1,5.0816,5.7554,5.917,5.8453
CTNND2,-4.6082,-3.458,-1.9379,-0.8084
CTSB,9.6814,8.446,7.5686,7.7911
CTSD,8.6214,7.3865,8.7363,8.3381
CUL1,4.1425,4.7677,4.1244,4.1954
CUL3,5.0803,4.9421,5.0462,5.0077
CX3CL1,2.7117,2.0465,1.0915,3.0842
CX3CR1,0.7146,2.167,2.5137,2.9224
CXCL1,2.2901,-0.1345,-2.6349,2.233
CXCL10,5.8597,4.1044,6.1623,3.0092
CXCL11,3.1749,1.5902,2.3536,-0.6193
CXCL12,5.104,5.8985,1.9149,1.0079
CXCL13,3.0056,2.0638,-1.0262,-1.5105
CXCL14,-0.2159,6.3463,2.0254,-0.5543
CXCL16,5.2338,5.6014,5.4233,5.4043
CXCL2,1.8762,1.0503,-0.9971,1.2023
CXCL3,1.2147,-0.9132,-3.458,1.5998
CXCL5,-0.9971,-2.6349,-6.5064,0.044
CXCL6,-1.7322,-0.5973,-5.0116,0.4233
CXCL8,3.5851,1.816,-0.7834,2.7205
CXCL9,2.0878,2.4649,2.4544,-1.9942
CXCR1,-6.5064,-4.2934,-3.816,-2.8262
CXCR2,-3.0469,-2.9324,-2.5479,-2.3147
CXCR3,0.8726,0.9268,1.3956,-1.3183
CXCR4,5.6988,6.3542,7.0479,6.918
CXCR5,0.537,2.7847,0.2522,1.2875
CXCR6,-0.1993,-0.013,0.4865,-2.3884
CXXC4,-6.5064,-0.5332,1.934,-9.9658
CYBA,9.0887,7.4147,8.3369,9.2987
CYBB,3.9956,2.3536,3.868,2.8936
CYCS,7.3952,5.2304,5.4393,7.826
CYLD,3.7857,1.692,2.2842,2.5561
CYP17A1,2.0076,0.0718,0.5859,0.5763
CYP27A1,2.6043,2.6873,3.1278,1.9034
CYP7A1,-9.9658,-6.5064,-9.9658,-6.5064
CYP8B1,-6.5064,-6.5064,-3.458,-5.5735
CYSLTR1,1.2516,-0.9686,-1.0262,-1.4305
CYSLTR2,-3.1714,-3.1714,-2.9324,-2.7274
CYTH1,2.8076,2.8838,3.3717,3.4817
CYTH2,5.3241,5.0549,4.4803,5.0592
CYTH3,1.3791,3.5098,2.6278,3.7825
CYTH4,2.5996,1.4174,1.8242,1.8404
DAAM1,2.0147,2.4857,2.9052,3.2065
DAAM2,1.674,3.1261,-0.1187,-0.3566
DAB2IP,3.0568,3.8177,4.1441,3.6928
DAPP1,0.6332,0.4447,2.6624,2.7249
DAXX,5.3792,4.2943,4.7651,4.306
DBI,8.2848,6.0932,6.8902,7.4487
DCHS1,0.3907,1.8643,0.1648,-1.1172
DCHS2,-0.1187,-1.9379,-1.5951,-2.4659
DCN,5.0913,8.2756,5.4932,4.2419
DDB2,3.9956,3.3119,2.6918,2.2299
DDIT3,4.7919,4.4932,4.5577,3.7688
DDIT4,6.2497,4.6611,6.0061,5.4591
DDX3X,4.957,4.3688,5.9768,5.1684
DDX58,3.3478,3.2915,3.9883,3.0305
DEFB4A,0.8164,-9.9658,1.8242,-9.9658
DEFB4B,-9.9658,-9.9658,-9.9658,-1.1811
DEPDC5,1.0642,2.4727,1.5709,1.9073
DEPTOR,2.8622,3.3689,4.6265,5.2536
DHH,-4.6082,-3.816,-3.816,-3.816
DHX33,1.3454,2.7679,1.9188,1.1382
DHX58,3.3321,3.0757,3.833,1.9859
DIAPH1,5.3837,4.2699,5.4973,5.3449
DISP1,0.3115,1.3397,1.6187,0.8408
DKK1,-4.6082,-2.3147,-6.5064,-2.3884
DKK2,0.7058,-0.0425,-0.9686,-2.5479
DKK4,-9.9658,3.6042,-2.3884,-5.0116
DLG1,4.3779,4.4816,3.6759,4.2699
DLG2,-4.035,-0.394,-1.2142,-2.7274
DLG3,4.314,3.6555,4.441,3.8973
DLG4,3.2752,4.5559,2.3193,1.6234
DLG5,3.2677,4.0833,3.186,4.2056
DLL1,-0.9686,0.4447,-1.3183,0.4125
DLL3,0.6425,-0.2328,-2.3147,0.2522
DLL4,1.3956,0.547,1.5998,0.4865
DNM1L,4.3667,4.5994,4.7629,3.6125
DOCK2,1.1833,0.7748,1.0711,0.8488
DOCK4,1.1447,1.9786,0.5069,2.2723
DRD1,-6.5064,-6.5064,-9.9658,-4.035
DRD2,1.2576,0.03,1.7316,0.1903
DRD5,-0.6193,-5.0116,-9.9658,-5.5735
DTX1,1.4335,0.3231,0.1124,-0.0877
DTX2,3.4739,3.0163,3.1261,3.7453
DTX3,3.4102,5.3674,5.3705,1.0711
DTX3L,5.2204,2.8974,5.3126,3.644
DTX4,1.3901,4.2212,2.5948,4.4913
DUSP1,5.3516,5.7753,4.4706,4.4203
DUSP10,3.0163,0.3573,1.5064,1.642
DUSP16,3.728,3.8769,3.2796,3.1733
DUSP2,3.1112,3.2692,1.4388,2.1702
DUSP3,3.8054,2.9802,4.8983,3.4583
DUSP4,-0.1031,0.3685,-1.1172,-0.8599
DUSP5,3.1179,0.2029,-0.1504,2.0979
DUSP6,4.528,5.9775,4.6849,3.3591
DUSP7,3.0637,2.9637,2.7357,2.2663
DUSP8,1.2333,0.537,0.1519,1.9895
DUSP9,1.5806,2.3135,-1.5105,-2.8262
DVL1,4.8192,5.9336,4.4836,5.0193
DVL2,4.1612,4.7919,3.6657,3.871
DVL3,4.8455,6.1536,5.327,4.6525
E2F4,5.1388,5.1268,4.8084,5.2601
E2F5,3.7867,4.3751,4.0055,3.2944
EBAG9,4.0216,4.7236,4.5374,6.314
ECSIT,4.7735,4.9055,5.0579,4.445
EDA,0.1124,-0.4325,1.1447,-0.8599
EDA2R,-2.3147,-0.5125,-4.035,-2.9324
EDAR,-0.6873,-0.2498,-4.2934,-1.8836
EDARADD,0.8805,2.5313,2.4701,3.0568
EDN1,-0.0425,1.7575,0.5666,2.0638
EDN2,1.0642,1.2756,-0.6873,-0.1031
EDN3,-0.7588,-4.035,-3.6259,-1.4699
EDNRA,0.7407,2.0912,2.3732,-1.4699
EDNRB,1.9452,0.1903,5.1384,0.0158
EEF2,9.297,9.1,8.9514,9.3022
EEF2K,1.6187,2.8321,3.6207,4.1343
EFCAB7,1.1641,1.2455,2.004,1.5216
EFNA1,4.8334,5.2036,4.6742,5.8001
EFNA2,-6.5064,0.2642,-4.6082,-4.2934
EFNA3,1.7828,3.5559,3.2602,2.4675
EFNA4,3.5399,4.9533,4.1376,3.6266
EFNA5,4.7329,2.0979,1.7141,2.5948
EGF,-6.5064,-2.6349,-1.4699,-3.3076
EGFR,0.537,1.3901,-0.2498,2.2299
EGLN1,3.4437,3.1829,3.866,5.0113
EGLN2,5.0068,5.0313,4.0901,4.7453
EGLN3,2.7401,2.3077,3.6136,4.445
EGR1,5.1077,5.3965,5.1165,5.0635
EGR2,0.7999,1.6785,0.8246,1.5806
EGR3,-1.2142,0.517,-0.6193,-0.6416
EHHADH,2.0218,2.2603,2.2663,1.0983
EI24,5.0023,5.9206,5.554,6.7608
EIF4B,6.1635,7.4463,6.2795,6.9841
EIF4E,5.0032,5.0304,5.6355,5.3399
EIF4E1B,-3.0469,-3.3076,0.2998,-2.3884
EIF4E2,6.6986,5.5823,6.2875,6.2582
EIF4EBP1,6.9176,5.9851,4.0445,5.6871
ELAVL1,5.4486,4.809,5.4604,4.7887
ELF5,-4.035,-3.458,-5.0116,-3.6259
ELK1,5.0841,6.0248,5.3688,5.0405
ELK4,2.5388,2.3019,2.0111,1.8918
ELMO1,3.6417,3.4726,2.4985,1.9968
ELOB,0.0,0.0,0.0,0.0
ELOC,0.0,0.0,0.0,0.0
ENAH,5.5308,4.8258,5.114,5.0166
ENO1,9.8438,9.3559,10.1685,9.5662
ENO2,3.9663,4.9199,3.7783,4.5976
ENO3,2.3732,3.8857,1.0503,2.3106
ENO4,-2.3147,-1.4305,-0.9406,-1.7809
EP300,2.5112,3.2988,3.705,2.7465
EPHA2,3.5411,3.5349,1.9527,4.2914
EPO,-5.5735,-3.1714,-4.2934,-3.816
EPOR,1.8918,1.9188,2.3251,3.3759
ERBB2,5.3122,5.5069,6.2599,5.0597
ERBB3,3.8289,5.0457,5.24,3.8973
ERBB4,0.346,0.0718,0.058,1.4494
ERBIN,0.0,0.0,0.0,0.0
EREG,-1.8836,-4.2934,-3.3076,-4.6082
ESR1,4.3234,4.4654,6.3544,5.703
ESR2,-3.6259,-2.5479,-1.9942,-3.1714
ESRRB,-0.0277,-3.3076,-0.1031,-4.6082
ETS1,2.1247,2.4753,1.816,1.2147
ETS2,3.1523,3.1813,4.235,3.6827
EVC,0.3115,1.9749,1.5854,1.7532
EVC2,1.0151,0.8408,0.3907,0.5859
EVL,4.5886,5.6029,5.0717,3.9031
EXOC2,3.1011,2.167,3.4765,2.945
EXOC7,5.1926,5.5383,6.3667,5.5383
F2,-6.5064,-9.9658,-9.9658,-9.9658
F2R,2.8701,3.9561,3.7028,0.03
F2RL3,-1.7809,0.03,2.0946,-0.6873
F3,0.7832,2.1378,0.7579,3.8401
FABP1,-3.1714,-2.3147,-2.6349,-6.5064
FABP3,5.3223,3.1733,5.166,3.4569
FABP4,-6.5064,4.6594,-1.3183,-4.6082
FADD,3.5657,3.7345,3.309,4.1351
FADS2,6.3189,6.037,6.935,5.2032
FARP2,1.8683,2.9966,3.4945,3.2929
FAS,1.4962,2.7465,2.081,2.1509
FASLG,-1.5951,-3.1714,-1.8836,-3.458
FASN,6.7159,5.6582,6.64,5.8291
FAT4,-3.458,-0.7108,-1.7322,-2.6349
FBP1,3.2632,2.8974,1.9675,4.284
FBP2,-9.9658,-2.4659,-4.035,-5.5735
FBXO25,3.0446,2.7931,0.3907,3.5839
FBXO32,6.2342,4.533,6.2968,6.763
FBXW11,2.7051,3.6184,4.0765,2.4571
FCER1A,-3.458,0.5859,-1.8314,0.7579
FCER1G,7.5901,5.9308,7.0635,6.6602
FCGR2B,4.6282,2.7314,3.1079,3.074
FFAR2,-3.6259,-5.0116,-5.0116,-3.816
FGF1,0.4761,2.1476,-2.5479,-2.6349
FGF10,-9.9658,-1.9942,-5.5735,-9.9658
FGF16,-3.6259,-6.5064,-5.0116,-9.9658
FGF17,-2.114,1.0433,-4.6082,-3.816
FGF18,0.2277,2.9562,3.7006,3.83
FGF19,-2.9324,2.5363,-4.035,-2.2447
FGF2,-1.5522,-1.7322,-3.816,-2.7274
FGF20,-9.9658,1.2516,-2.7274,-3.816
FGF21,0.9493,-5.0116,-9.9658,-3.6259
FGF22,-4.6082,-4.6082,-5.5735,-3.816
FGF23,-9.9658,-6.5064,-9.9658,-9.9658
FGF3,-9.9658,4.5423,-0.3752,-4.035
FGF4,-9.9658,-4.6082,-3.6259,-9.9658
FGF5,-6.5064,-9.9658,-9.9658,-9.9658
FGF6,-9.9658,-9.9658,-9.9658,-9.9658
FGF7,-0.6873,1.0711,-2.114,-3.458
FGF8,-1.7809,-0.7588,-9.9658,-1.685
FGF9,1.6281,0.2998,-3.1714,0.8488
FGFR1,3.6905,7.6006,3.928,4.5299
FGFR2,4.1053,3.5559,3.6623,4.2943
FGFR3,-1.3548,0.8082,-2.9324,3.0808
FGFR4,2.1378,0.1519,1.0915,0.7058
FGR,1.2209,0.8327,1.1833,1.0363
FHL1,2.7249,5.1664,3.8451,1.2815
FLCN,3.1765,4.2142,4.4595,3.5299
FLNA,7.0568,8.2083,6.9478,6.7369
FLNB,5.0484,5.1543,4.5479,6.4529
FLNC,1.1117,1.8282,-1.7322,-2.6349
FLOT1,8.0199,7.4565,7.2176,8.0774
FLOT2,5.4631,4.9393,6.363,5.4722
FLT1,1.3397,0.4657,1.9034,0.9419
FLT3,-4.035,-3.0469,-4.6082,-5.5735
FLT3LG,3.5362,2.0946,1.9073,1.8036
FLT4,0.3115,0.4657,4.2624,-0.4719
FMOD,5.8123,5.7388,2.7117,2.874
FN1,7.0017,9.5376,6.0798,5.6291
FNIP1,2.3898,1.3511,2.043,2.0076
FNIP2,1.3225,0.688,1.3225,-0.2845
FOS,5.6639,6.273,4.9663,6.5399
FOSB,0.3115,3.9365,0.8568,4.1547
FOSL1,1.5998,-1.0559,-0.9406,0.0718
FOXO1,2.4035,2.0844,1.692,-0.3752
FOXO3,1.9712,3.4556,4.1939,2.4649
FOXO4,2.6918,2.5087,3.5596,3.4424
FOXO6,2.299,3.8551,2.7007,2.0147
FPR1,2.7465,1.0847,1.6964,2.4623
FRAT1,0.0718,0.5955,0.8164,1.5216
FRAT2,4.0287,3.2065,3.8769,3.8269
FRMD1,0.9642,-2.4659,-6.5064,0.4761
FRMD6,0.7233,2.2693,0.7748,1.0642
FRS2,1.7744,3.4129,3.1278,1.5612
FSHB,-9.9658,-9.9658,-9.9658,-9.9658
FSHR,-9.9658,-6.5064,-3.458,-9.9658
FST,2.1313,1.7995,-1.7809,4.9416
FXYD1,5.3424,2.9071,5.1198,0.4233
FXYD2,-0.0425,-1.3183,-0.4131,-2.4659
FYB1,0.0,0.0,0.0,0.0
FYN,4.2488,6.5261,6.9366,4.2593
FZD1,0.2277,2.828,1.3225,1.5366
FZD10,-0.8339,4.0216,3.8269,0.434
FZD2,3.4739,4.2056,3.5287,0.5666
FZD3,1.9188,1.7954,1.5465,1.4859
FZD4,4.2803,3.5187,1.2934,2.3871
FZD5,1.4281,1.4065,2.2633,-0.3383
FZD6,2.6278,4.0287,3.3393,5.082
FZD7,2.8096,3.9974,4.4641,5.0786
FZD8,0.605,1.8484,1.787,0.03
FZD9,-2.4659,-3.1714,-3.0469,-2.1779
G6PC1,0.0,0.0,0.0,0.0
G6PC2,-9.9658,-4.2934,-9.9658,-9.9658
G6PC3,6.1887,6.1268,6.986,5.4835
GAB1,0.8164,1.5465,2.2633,0.7664
GAB2,4.5047,4.4602,7.3645,4.3321
GABARAP,9.4089,9.465,8.8967,9.4343
GABARAPL1,3.5498,3.8461,4.1523,5.3209
GABARAPL2,6.0056,5.8151,6.142,6.6831
GABBR1,1.4859,3.695,2.8955,2.3019
GABBR2,0.6145,-9.9658,-4.2934,-4.035
GADD45A,5.4373,3.6066,2.9032,4.2518
GADD45B,3.0217,4.837,2.6371,4.0705
GADD45G,2.1798,2.2783,1.7141,3.5899
GALT,4.9686,4.2297,4.2142,4.5589
GAPDH,13.4355,12.1574,12.1528,12.9215
GAS1,5.3611,4.7181,4.9313,3.1685
GATA4,-5.5735,-5.5735,0.1257,-3.816
GCG,-9.9658,-9.9658,-9.9658,-9.9658
GCGR,-5.0116,-5.5735,-3.816,-6.5064
GCK,0.1257,1.0079,-2.1779,0.0014
GDF5,-1.1811,-1.8314,-1.2481,-2.2447
GDF6,-3.6259,-1.2142,-5.0116,-4.2934
GDF7,-9.9658,-4.035,-5.5735,-6.5064
GDNF,-0.6873,-2.4659,-1.3548,-6.5064
GFAP,-2.4659,1.2271,-1.0862,-1.2828
GH1,-4.2934,-9.9658,-2.3884,-9.9658
GH2,-9.9658,-9.9658,-9.9658,-9.9658
GHR,-0.8339,0.1257,-1.9942,0.4552
GHRL,-0.6643,-0.6193,-2.0529,-0.3201
GHSR,-3.6259,-9.9658,-9.9658,-9.9658
GIP,-9.9658,-3.816,-5.0116,-9.9658
GIPR,-4.6082,-1.5105,-2.114,-0.5125
GK,1.8444,-0.6193,1.4859,-0.7108
GK2,-9.9658,-9.9658,-9.9658,-9.9658
GLI1,1.8918,0.4447,-1.1811,-4.035
GLI2,0.4016,1.4174,-1.8836,1.3679
GLI3,-0.7108,2.1114,0.7493,0.4657
GLP1R,-3.1714,-5.0116,-5.0116,-5.0116
GNA11,3.4945,3.616,4.0584,3.4277
GNA12,3.2267,3.8228,3.6136,4.0189
GNA13,4.9561,3.1212,4.4713,2.578
GNA14,-2.5479,-1.2828,-1.9942,-2.2447
GNA15,2.1047,0.058,1.0779,0.8488
GNAI1,1.0222,2.3898,1.7995,3.1749
GNAI2,8.2805,7.7942,8.0016,7.1153
GNAI3,2.2783,1.4228,2.0218,1.9149
GNAL,-4.035,-0.3201,-1.2481,-1.1488
GNAO1,0.1124,2.5313,-1.8314,-0.7588
GNAQ,2.3106,3.1637,3.2811,3.7877
GNAS,9.856,9.937,9.5371,9.1223
GNB1,7.9628,6.948,7.3636,6.6651
GNB2,8.0667,7.2989,7.8132,8.6173
GNB3,-0.4521,2.2603,-1.2828,-1.0262
GNB4,1.5758,1.125,2.7357,0.688
GNB5,4.3046,3.644,2.4779,3.0893
GNG10,4.7629,5.4611,4.7709,5.1672
GNG11,1.9931,1.9931,1.7097,1.7489
GNG12,4.245,3.6972,4.6224,5.1169
GNG13,-6.5064,-0.0725,-3.6259,0.0158
GNG2,1.4441,1.5366,1.2271,1.0007
GNG3,-2.1779,-0.8084,-2.7274,-1.4305
GNG4,1.4441,-0.3022,-0.6416,0.9935
GNG5,8.9208,6.6356,7.312,7.8509
GNG7,2.1476,0.3346,-0.9686,-0.0425
GNG8,-0.4921,-0.6416,-9.9658,-9.9658
GNGT1,-2.3884,-0.2498,-0.0725,-2.0529
GNGT2,1.6234,-0.4521,0.7832,-0.4131
GNRH1,-1.8314,-0.394,-4.035,-0.6643
GNRH2,-2.6349,-1.8314,-2.5479,-5.0116
GNRHR,-6.5064,-6.5064,-6.5064,-4.035
GPC4,3.7486,3.7083,0.8647,3.186
GPER1,-1.3183,0.0718,-0.2498,1.6512
GPR119,-9.9658,-9.9658,-9.9658,-9.9658
GPR161,1.1641,2.5585,3.4048,2.7805
GPRC6A,-9.9658,-5.0116,-9.9658,-9.9658
GRAP2,-1.1488,-1.9379,-1.1811,-3.816
GRB10,3.2737,2.9224,1.8643,2.9013
GRB2,5.9463,4.6306,5.8012,4.7307
GREM1,0.5666,1.5514,-4.6082,-2.2447
GREM2,-6.5064,-2.3884,-6.5064,-5.0116
GRIA1,-4.6082,-9.9658,-5.0116,-9.9658
GRIA2,0.5069,-1.5951,-6.5064,-4.2934
GRIA3,-3.458,-6.5064,-4.035,-3.458
GRIA4,-3.3076,-4.6082,-6.5064,-6.5064
GRIN1,-3.0469,-4.035,-5.5735,-0.1504
GRIN2A,3.6646,0.8568,3.6532,-0.9686
GRIN2B,-9.9658,-5.0116,-6.5064,-6.5064
GRIN2C,-3.1714,-2.2447,-2.4659,-4.035
GRIN2D,-1.7322,-0.4921,-0.8084,-1.2828
GRIN3A,-4.6082,-5.5735,-4.6082,-6.5064
GRIN3B,-4.2934,-3.816,-4.6082,-0.5332
GRK1,-3.6259,-5.5735,-4.6082,-2.7274
GRK2,0.0,0.0,0.0,0.0
GRK3,0.0,0.0,0.0,0.0
GRK4,1.0711,1.5366,1.4228,1.5465
GRK5,0.6969,0.2762,0.2998,-0.6193
GRK6,5.1839,4.2103,4.026,3.3717
GRK7,-6.5064,-5.5735,-4.035,-6.5064
GRM1,-6.5064,-6.5064,-2.7274,-5.0116
GRM2,0.1124,-1.8314,-2.6349,-1.685
GRM3,-9.9658,-5.5735,-6.5064,-9.9658
GRM4,-2.7274,-2.5479,-0.6873,-2.0529
GRM5,-5.5735,-9.9658,-6.5064,-9.9658
GRM6,-6.5064,-0.6873,-2.6349,-5.0116
GRM7,-4.2934,-1.2828,-2.1779,-2.7274
GRM8,-3.458,-1.1811,-3.1714,-3.3076
GRPR,-2.9324,-6.5064,-2.0529,-3.458
GSDMD,5.0009,4.9814,3.8886,6.4441
GSK3A,5.8965,5.5233,5.6725,5.6719
GSK3B,5.0597,4.0773,3.8896,3.0671
GTF2I,5.9284,6.3116,6.7636,6.0378
GTF2IRD1,3.9459,3.6759,4.4463,3.7794
GTSE1,3.0481,2.0638,2.6255,1.1512
GYS1,4.905,4.3527,4.2457,5.1359
GYS2,-5.5735,-4.2934,-6.5064,-9.9658
HAMP,1.5563,0.8488,1.3511,2.7073
HBEGF,1.4228,0.9493,2.0076,1.8323
HCAR1,-0.9132,0.0718,2.9356,-0.9971
HCAR2,-3.458,-2.0529,0.24,-3.0469
HCAR3,-4.6082,-4.035,-0.2159,-2.5479
HCK,4.0127,1.8363,2.7183,1.8242
HDAC1,6.3616,5.5829,5.797,6.763
HDAC2,5.5832,6.2296,6.0834,5.0471
HDAC3,5.4128,4.2526,4.7415,5.2461
HDAC4,0.9191,2.1444,2.233,2.7931
HDAC5,4.1153,4.1506,4.3075,3.1112
HES1,4.3695,4.839,4.4842,2.7139
HES5,-3.3076,-5.0116,-4.6082,-9.9658
HEY1,-0.2498,1.934,0.2277,1.2756
HEY2,4.3992,4.1539,4.0558,4.5608
HEYL,1.5806,1.4911,1.0847,-0.0277
HGF,-0.5973,-0.5543,-0.9132,-1.5522
HHAT,-0.8339,-0.4921,2.0979,1.4756
HHATL,-3.6259,-4.035,-3.3076,-9.9658
HHIP,-1.8836,-2.2447,-4.2934,-4.2934
HIF1A,6.0179,4.7274,5.778,6.1983
HK1,4.7253,4.3917,4.248,5.2423
HK2,3.1145,2.3564,3.2662,3.4843
HK3,0.7748,-0.9971,0.1124,0.1903
